Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,interactionenddate,method,targettype,initiator,cyber_objective,information_operation,objective_achievement,Concession ,3rdpartyinitiator,severity,damage type,Crit Inf,Supply Ch,Ransomware,Political Objective,Sources1,Sources2,Sources3,Sources4,Sources5,Justice,Cert,FBI
289,630670,Iran,Saudi Arabia,Shamoon 3.0-Saipem,11/1/2018,12/13/2018,4.1,2,630,4,0,1,0,0,5,1,8,1,0,"A report Monday by Saudi state-run television included comments suggesting that 15 government agencies and private institutions had been hit by the Shamoon virus, including the Saudi Labor Ministry. Sadara, a joint venture between the Saudi Arabian Oil Co. and Michigan-based Dow Chemical Co., shut down its computer network Monday over a disruption. Company spokesman Sami Amin said its network remained down Tuesday, though it hadn't affected operations at the facility. He declined to comment further. Sadara is based in Jubail Industrial City, which sits about 100 kilometers (60 miles) northwest of the eastern Saudi city of Dammam in the heartland of the kingdom's oil industry. The $20 billion facility, inaugurated by Saudi King Salman in late November, includes 26 manufacturing units that will produce more than 3 million metric tons of plastics and chemical products. Another state-run TV report on Tuesday said the Saudi Technical and Vocational Training Corp. was affected, though a spokesman denied the virUSdid any damage to its network.",https://www.mcafee.com/blogs/other-blogs/mcafee-labs/shamoon-returns-to-wipe-systems-in-middle-east-europe/,https://securityboulevard.com/2018/12/more-shamoon-3-attacks-detected-in-the-middle-east-and-europe/,,,,,,
290,630670,Iran,Saudi Arabia,Cybercon Deadwood attack,6/1/2019,10/31/2019,3,1,630,1,0,0,0,0,1,1,8,1,0,"APT33 dropped a destructive malware family called DEADWOOD onto a VPN server in Saudi Arabia in June 2019. On June 22, 2019, a file uploaded to VirusTotal was flagged as being a wiper; it was later flagged by the user “THOR scanner” as a wiper used in the Middle East. about half of the top 25 were manufacturers, suppliers, or maintainers of industrial control system equipment. In total, Microsoft says it has seen APT33 target dozens of those industrial equipment and software firms since mid-October. ""[APT33 are] going after... producers and manufacturers of control systems, but these are not likely the end targets,""""They‘re trying to find the downstream customer, to find out how they work and who uses them. They’re looking to inflict some pain on someone’s critical infrastructure that makes use of these control systems.""",https://www.cyberscoop.com/apt33-microsoft-iran-ics/,https://www.wired.com/story/iran-apt33-industrial-control-systems/?utm_medium=twitter&utm_source=dlvr.it,https://www.recordedfuture.com/iranian-cyber-response/,,,,,
291,630670,Iran,Saudi Arabia,Dustman Wipr Attack,12/29/2019,1/6/2020,4.1,2,630,4,0,1,0,0,5,2,8,1,0,Saudi Arabian security officials said on Monday that the country had been targeted as part of a wide-ranging cyber espionage campaign observed since February against five Middle East nations as well as several countries outside the region.,https://www.cyberscoop.com/saudi-arabia-iran-cyberattack-soleimani/ ,  https://www.cisa.gov/news/2020/12/13/cisa-issues-emergency-directive-mitigate-compromise-solarwinds-orion-network :https://www.neweurope.eu/article/suspected-russian-hackers-spied-on-us-treasury-emails/, https://www.nytimes.com/2021/01/02/us/politics/russian-hacking-government.html,  https://www.npr.org/2020/12/21/948843356/how-a-cybersecurity-firm-uncovered-the-massive-computer-hack?t=1612545956783, https://www.reuters.com/article/us-usa-cyber-treasury-exclusive/suspected-russian-hackers-spied-on-u-s-treasury-emails-sources-idUSKBN28N0PG,, https://www.cisa.gov/news/2021/01/05/joint-statement-federal-bureau-investigation-fbi-cybersecurity-and-infrastructure, https://www.fbi.gov/news/pressrel/press-releases/joint-statement-by-the-federal-bureau-of-investigation-fbi-the-cybersecurity-and-infrastructure-security-agency-cisa-and-the-office-of-the-director-of-national-intelligence-odni
292,630692,Iran,Bahrain ,Bahrian Electricity and Water Authority,7/25/2019,7/25/2019,3,1,630,1,0,1,0,0,4,1,16,1,0,"On July 25, Bahrain authorities identified intrusions into its Electricity and Water Authority. The hackers shut down several systems in what the authorities believed was a test run of Iran’s capability to disrupt the country,",https://www.wsj.com/articles/high-level-cyber-intrusions-hit-bahrain-amid-tensions-with-iran-11565202488#comments_sector,,,,,,,
293,630692,Iran,Bahrain ,Bahrian Ministry of Interior/National Security Agency,8/5/2019,8/5/2019,3,3,630,2,0,1,0,0,4,1,11,0,0,Iranian hackers broke into the systems of Bahrain’s National Security Agency—the country’s main criminal investigative authority—as well as the Ministry of Interior ,https://www.wsj.com/articles/high-level-cyber-intrusions-hit-bahrain-amid-tensions-with-iran-11565202488#comments_sector,,,,,,,
294,630692,Iran ,Bahrain ,Bapco wiper,12/29/2019,1/6/2020,4.1,1,630,1,0,1,0,1,4,2,8,1,0,Bapco oil co breach,https://english.alarabiya.net/News/gulf/2020/01/12/Bahrain-s-Bapco-hit-by-Iranian-data-wiper-malware-attack-Report,,,,,,,
295,640645,Turkey,Iraq,Turkish DNS Attack-Iraq,12/1/2018,1/30/2019,4,3,640,3,0,1,0,0,4,2,11,0,0,Seeking admin privleges for government servers,https://blog.talosintelligence.com/2019/04/seaturtle.html,https://arstechnica.com/information-technology/2018/06/vpnfilter-malware-infecting-50000-devices-is-worse-than-we-thought,,,,,https://us-cert.cisa.gov/ncas/alerts/TA18-106A : https://arstechnica.com/information-technology/2018/06/vpnfilter-malware-infecting-50000-devices-is-worse-than-we-thought/,
296,640652,Turkey,Syria,Loggerhead DNS Attack-Syria,12/1/2018,1/30/2019,4,3,640,3,0,1,0,0,4,2,11,0,0,Seeking admin privleges for government servers,https://blog.talosintelligence.com/2019/04/seaturtle.html,https://www.zdnet.com/article/hackers-breached-greeces-top-level-domain-registrar/,,,,,https://us-cert.cisa.gov/ncas/alerts/TA18-106A,
297,652666,Syria,Israel,Operation Orchard 9/6/20079/7/2007,9/6/2007,9/7/2007,3,3,666,3,0,1,1,0,4,4,13,0,0,"Theft of Syrian air defense secrets, allowing for Operation Orchard success",https://www.wired.com/2009/11/mossad-hack/, https://special-ops.org/43155/operation-orchard-bombing-of-the-syrian-nuclear-reactor/,,,,,,
298,660666,Lebanon,Israel,Gauss,9/1/2011,8/8/2012,4.2,1,666,3,0,1,0,1,3,2,13,0,0,Data theft against Lebanese critical infrastructure and national security networks , https://www.computerworld.com/article/2597456/security0/gauss-malware--nation-state-cyber-espionage-banking-trojan-related-to-flame--stuxnet.html,,,,,,,
299,700770,Afghanistan,Pakistan,Stealth Mango,4/1/2018,5/15/2018,3,2,770,3,0,1,0,0,3,2,13,0,0,"Lookout Security Intelligence has discovered Android and iOS surveillanceware tools targeting government officials, diplomats, military personnel, and activists, specifically in Pakistan, Afghanistan, India, Iraq, and the UAE. The secuirty firm argues the country of origin is Pakistan and individuals that are believed to belong to the Pakistani military. The actor is possibly related to Op C Major and Transparent Tribe.",https://www.cyberscoop.com/pakistani-military-spyware-stealth-mango-tangelo-lookout/,,,,,,https://us-cert.cisa.gov/ncas/alerts/TA18-106A : https://arstechnica.com/information-technology/2018/06/vpnfilter-malware-infecting-50000-devices-is-worse-than-we-thought/,
300,710713,China,Taiwan,DPP hack,3/1/2001,3/3/2001,3,2,710,1,1,1,0,0,2,1,17,0,0,Retaliation for the announcement of the visit of the Dalai Lama and his meeting with DPP officials,https://www.cnn.com/2016/06/01/asia/taiwan-dpp-chinese-hackers/index.html, https://www.taiwannews.com.tw/en/news/3473203,,,,,,
301,710713,China,Taiwan,Prosecutor hack,11/17/2001,11/18/2001,3,2,710,1,1,1,0,0,2,1,11,0,0,Retaliation for WTO ratification of Taiwan as an independent customs territory on the 11th of November. ,https://www.foreignaffairs.com/articles/asia/2001-03-01/chinas-cyber-strategy,,,,,,,
302,710713,China,Taiwan,GhostNet_B,5/27/2007,8/1/2009,3,2,710,2,0,1,0,0,4,1,11,0,0,Data breach of networks containing state secretive information ,https://www.telegraph.co.uk/news/worldnews/asia/china/5071124/Chinas-global-cyber-espionage-network-GhostNet-penetrates-103-countries.html, https://ora.ox.ac.uk/objects/uuid:6d1260fd-b8ee-4a11-8a5f-e7708d543651/download_file?file_format=application/pdf&safe_filename=Gh0stNet.pdf&type_of_work=Report,,,,,,
303,710713,China,Taiwan,Shady RAT_B,9/1/2007,1/1/2010,3,2,710,2,0,1,0,0,4,1,11,1,0,Targeted data theft campaigns that included the Taiwanese government and several corporations ,https://www.symantec.com/connect/blogs/truth-behind-shady-rat, https://arstechnica.com/information-technology/2011/08/operation-shady-rat-five-year-hack-attack-hit-14-countries/,,,,,,
304,710713,China,Taiwan,Hikit_B,9/1/2008,10/27/2014,3,2,710,2,0,1,0,0,4,2,11,1,0,"Axiom  group launches 6-year data theft campaign against multiple countries including US, Taiwan, and Japan", https://www.fireeye.com/blog/threat-research/2012/08/hikit-rootkit-advanced-persistent-attack-techniques-part-1.html, https://www.fireeye.com/blog/threat-research/2012/08/hikit-rootkit-advanced-persistent-attack-techniques-part-2.html,,,,,,
305,710713,China,Taiwan,TooHash,9/1/2013,11/3/2014,3,2,713,2,0,1,0,0,3,2,3,1,0,"Taiwanese data theft campaign on the Chinese mainland, targeting telecom and space research organizations",https://countuponsecurity.com/2014/11/17/2014-campaigns-of-cyber-espionage/, https://www.globalsecuritymag.com/G-DATA-Operation-TooHash-Asian,20141105,48558.html, https://www.gdatasoftware.com/blog/2014/10/23940-operation-toohash-how-targeted-attacks-work,,,
306,710713,China,Taiwan,Election hack,8/4/2015,2/1/2016,3,2,710,1,0,1,0,0,2,1,17,0,0,Disrupt election campaign preparations of pro-Taiwanese Independence DPP party,https://www.businesstimes.com.sg/government-economy/taiwan-opposition-hacked-as-chinas-cyberspies-step-up-attacks, https://www.scmp.com/news/china/diplomacy-defence/article/1893663/chinese-hackers-increase-attacks-taiwan-opposition,,,,,,
307,710713,China,Taiwan,Lotus Blossom_A,10/1/2015,7/1/2017,3,1,710,2,1,1,0,0,2,1,11,0,0,Spring Dragon SCS IO,"https://securityaffairs.co/wordpress/61328/apt/spring-dragon-apt.html, ",https://unit42.paloaltonetworks.com/attack-on-french-diplomat-linked-to-operation-lotus-blossom/,https://www.scmagazine.com/home/security-news/cybercrime/600-samples-of-spring-dragon-apt-malware-spotted/,,,,,
308,710713,China,Taiwan,Sensitive Info Scrape A,11/26/2015,12/10/2016,3,2,710,3,0,1,0,0,3,1,11,0,0,"Taiwanese government networks breached, sensitive info stolen ",https://www.fireeye.com/current-threats/apt-groups.html#apt16, https://www.fireeye.com/blog/threat-research/2015/12/the-eps-awakens-part-two.html,,,,,,
309,710713,China,Taiwan,EPS Awakens-Taiwan,11/26/2015,12/10/2016,3,2,710,2,1,1,0,0,3,1,11,0,0,"Taiwanese government networks breached, sensitive info stolen ",https://www.fireeye.com/current-threats/apt-groups.html#apt16,https://www.fireeye.com/blog/threat-research/2015/12/the-eps-awakens-part-two.html,https://anonhq.com/ahead-of-january-vote-taiwan-opposition-targeted-by-chinese-hackers/?fbclid=IwAR1E-qErwPj_Xqr6sJk0WxPiYhc9t72Dw0ZV40922A361CXWd49FZV7GeBQ,https://thediplomat.com/2018/01/chinese-hacking-against-taiwan-a-blessing-for-the-united-states/,,,,
310,710713,China,Taiwan,Operation Soft Cell,9/1/2016,1/1/2018,3,1,710,2,0,1,0,0,3,1,13,1,1,"“… an email address used in spear-phishing attacks for both a Taiwanese newspaper in 2016 and for a cryptocurrency exchange in 2018, suggesting email reuse by APT41, and also identified source code overlap in malware used in a 2016 attack on a US-based game development studio and supply chain compromises in 2017 and 2018.”",https://www.theguardian.com/technology/2019/aug/08/chinese-cyberhackers-blurring-line-between-state-power-and,https://www.fireeye.com/blog/threat-research/2019/08/apt41-dual-espionage-and-cyber-crime-operation.html,,,,,,
311,710713,China,Taiwan,Q4 Work Plan-Taiwan,5/1/2018,5/1/2020,3,3,710,3,0,1,0,0,4,2,11,0,0,"targeting western organisations with malware which allows them to secretly perform malicioUSactivities on infected computers. They include taking screenshots, key-logging, browsing and downloading files, gathering extended system information about the machine, and shutting down the infected machine.",https://www.pwc.co.uk/issues/cyber-security-services/research/the-keyboys-are-back-in-town.html,https://www.zdnet.com/article/chinese-hacking-group-returns-with-new-tactics-for-espionage-campaign/,,,https://www.securityweek.com/keyboy-malware-used-targeted-attacks-asia,,,
312,710713,China,Taiwan,Petrochemical Malware Atack,5/4/2020,5/6/2020,4.4,2,710,1,0,1,0,0,2,1,8,1,1,"Taiwan petrochemical companies attacked with malware, near inauguration of President Tsai Ing-wen, possibly tied. ",https://blog.cyberint.com/targeted-ransomware-attacks-in-taiwan,https://www.cyberscoop.com/taiwan-china-hacking-apt40,,,,,,
313,710732,China,S Korea,BlockBuster Sequel China-South Korea,4/1/2017,4/30/2017,3,3,731,3,0,1,0,0,3,2,6,0,0,"After deployment of THAAD, China targets South Korean companies as well as government and military.",https://thediplomat.com/2017/04/china-based-hackers-targeting-south-korea-over-thaad-report/,https://unit42.paloaltonetworks.com/unit42-the-blockbuster-sequel/,https://www.bleepingcomputer.com/news/security/north-korean-cyberspies-target-us-defense-contractors-following-nuclear-threats/,https://www.cyberscoop.com/lazarus-group-north-korea-us-defense-contractors/ ,https://www.wsj.com/articles/chinas-secret-weapon-in-south-korea-missile-fight-hackers-1492766403,,,
314,710740,China,Japan,Htran_B,1/1/2001,2/1/2001,4.4,3,710,2,0,1,0,1,3,1,17,1,0,Advanced listening device root kit that captures corporate secrets in unsecured networks ,https://www.secureworks.com/research/htran, https://www.symantec.com/security-center/writeup/2011-080812-0817-99,,,,,,
315,710740,China,Japan,WWII Memorial,1/6/2005,5/15/2005,2,2,710,4,1,0,0,0,2,1,11,1,0,Response to Japanese government memorializing WWII,http://www.crime-research.org/news/11.05.2005/1227/, http://www.cybersecurity.my/data/content_files/13/70.pdf,,,,,,
316,710740,China,Japan,Hikit_C,9/1/2008,10/27/2014,3,2,710,2,0,1,0,0,4,2,11,1,0,"Axiom group launches 6-year data theft campaign against multiple countries including US, Taiwan, and Japan",https://www.fireeye.com/blog/threat-research/2012/08/hikit-rootkit-advanced-persistent-attack-techniques-part-1.html, https://www.fireeye.com/blog/threat-research/2012/08/hikit-rootkit-advanced-persistent-attack-techniques-part-2.html,,,,,,
317,710740,China,Japan,Icefog hack,9/1/2011,9/23/2013,3,2,710,2,0,0,0,0,3,2,6,1,0,"Chinese malware detected in several Japanese defense industry companies, Mitsubishi ",https://www.reuters.com/article/us-mitsubishiheavy-computer/japans-defense-industry-hit-by-its-first-cyber-attack-idUSTRE78I0EL20110919, https://www.bbc.com/news/world-asia-pacific-14982906, https://d2538mqrb7brka.cloudfront.net/wp-content/uploads/sites/43/2018/03/20133739/icefog.pdf,,,,,
318,710740,China,Japan,Parliament Hack,10/25/2011,11/2/2011,3,2,710,2,0,1,0,0,3,2,11,0,0,"Theft of sensitive information from the Japanese parliament like passwords, user ID codes ",https://www.telegraph.co.uk/news/worldnews/asia/japan/8848100/Japan-parliament-hit-by-China-based-cyber-attack.html,,,,,,,
319,710740,China,Japan,Senkaku Island Dispute,9/14/2012,9/17/2012,2,2,710,4,1,0,0,0,2,1,11,0,0,Response to Japanese authorities over the capture of Chinese fisherman. Chinese claim of Sekaku Islands in E China Sea ,https://d2538mqrb7brka.cloudfront.net/wp-content/uploads/sites/43/2018/03/20133739/icefog.pdf, https://freebeacon.com/politics/cyber-blitz/, https://freebeacon.com/politics/cyber-blitz/,,,,,
320,710740,China,Japan,Blue Termite ,8/11/2014,8/6/2015,3,2,710,1,0,1,0,0,3,2,9,1,0,"Japanese pension database hacked, other govt networks ", https://www.securityweek.com/blue-termite-apt-targets-japanese-organizations,,,,,,,
321,710740,China,Japan,Sensitive Info Scrape B,11/26/2015,12/10/2016,3,1,710,3,0,1,0,0,3,1,9,1,0,"Japanese financial, high-tech, and media sectors breached and sensistive info stolen ",https://www.fireeye.com/current-threats/apt-groups.html#apt16, https://www.fireeye.com/blog/threat-research/2015/12/the-eps-awakens-part-two.html,,,,,,
322,710740,China,Japan,EPS Awakens-Japan,11/26/2015,12/10/2016,3,1,710,3,0,1,0,0,3,2,9,1,0,"Japanese financial, high-tech, and media sectors breached and sensistive info stolen ",https://www.fireeye.com/current-threats/apt-groups.html#apt16,https://www.fireeye.com/blog/threat-research/2015/12/the-eps-awakens-part-two.html,,,,,,
323,710740,China,Japan,Operation Chessmaster,1/1/2017,12/31/2017,3,1,710,3,0,1,0,0,4,2,17,1,0,"Column V also 3, 11. Complex and sophisticated operation in which China targeted varioUSJapanese institutions. This entry should be researched further and replaced with discrete incidents. Among other techniques, Operation Chessmaster used REDLEAVES, which affected victims across varioUSsectors and countries.  ",https://blog.trendmicro.com/trendlabs-security-intelligence/chessmaster-cyber-espionage-campaign/ ,,,,,,,
