Incident No.,Inclusion Criteria I,Inclusion Criteria II,Source Incident Detection/Disclosure,Source Incident Detection/Disclosure II,Start Date (Year),Start Date (Month),Start Date (Date),End Date (Year),End Date (Month),End Date (Date),Receiver Category I,Receiver Category II,Receiver Category III,Receiver Category IV,Receiver Category V,Receiver Category VI,Receiver Category VII,Receiver Category VIII,Receiver Category IX,Receiver Category X,Receiver Country I,Receiver Country II,Receiver Country III,Receiver Country IV,Receiver Country V,Receiver Country VI,Receiver Country VII,Receiver Country VIII,Receiver Country IX,Receiver Country X,Receiver Regime Type I,Receiver Regime Type II,Receiver Regime Type III,Initiator Category,Name Initiator,Name Initiator II,Initiator Country I,Initiator Country II,Initiator Country III,Initiator Country IV,Initiator Country V,Initiator Regime Type I,Initiator Regime Type II,Attribution Year,Political/Legal Response Year,Attribution Basis I,Attribution Type I,Attribution Basis II,Attribution Type II,Attribution Basis III,Attribution Type III,Attribution Basis IV,Attribution Type IV,Attribution IT-Security Community (category) I,Attribution IT-Security Community (category) II,Attribution IT-Security Community (country) I,Attribution IT-Security Community (country) II,Country of Origin: IT Attribution I,Country of Origin: IT Attribution II,Temporal Attribution Sequence,Cyber-Conflict Issue I,Cyber-Conflict Issue II,Cyber-Conflict Issue III,Cyber-Conflict Issue IV,Offline-Conflict (Intensity) - HIIK,Offline-Conflict (Issue) - HIIK I,Offline-Conflict (Issue) - HIIK II,Offline-Conflict (Issue) - HIIK III,Offline-Conflict (Issue) - HIIK IV,Zero Day(s),Incident Type I,Incident Type II,Incident Type III,Data Theft,Disruption,Hijacking (accessing and controlling a system),Physical Effects (spatial),Physical Effects (temporal),Unweigthed Cyber Intensity,Target/effect multiplier,Weighted Cyber Intensity,Casualties,Sources,Sources Attribution,Sources Politicization,Incident Name,Description
604,3,na,3,na,2014,2,15,2014,2,na,1.1,1.5,na,na,na,na,na,na,na,na,VEN,na,na,na,na,na,na,na,na,na,2,na,na,3.3,Anonymous,LulzSec Peru,0,na,na,na,na,0,na,na,na,1,3,3,1,na,na,na,na,na,na,na,na,na,na,na,1,2,na,na,3,1,2,11,na,1,2,na,na,0,2,0,0,0,2,1,2,0,https://www.pri.org/stories/2014-02-17/global-hackers-hit-venezuelan-government-servers-falling-dominoes,na,na,Falling Dominos,Several Hacker Groups defaced and hacked websites of venezuelan Gov. and military Websites to support opposition during protests
605,2,4,3,na,2014,3,na,2014,3,na,5,na,na,na,na,na,na,na,na,na,RUS,na,na,na,na,na,na,na,na,na,3,na,na,3.3,Rucyborg,na,RUS,na,na,na,na,3,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,1,2,na,na,2,1,2,na,na,1,1.1,na,na,2,0,0,0,0,2,1,2,0,http://news.softpedia.com/news/Hacktivists-Leak-Data-from-Personal-PC-of-Russian-Industrial-Investment-Fund-President-432552.shtml,na,na,Rucyborg vs. Russian Investment Fond,"Hacktivists of the Russian Cyber Command (Rucyborg) group have announced another dataleak. This time, they’ve targeted the Russian Industrial Investment Fund, a semi-governmental investment company established by a decree of the president of Russia."
606,2,4,3,na,2014,3,na,2014,3,na,1.1,na,na,na,na,na,na,na,na,na,KWT,na,na,na,na,na,na,na,na,na,2,na,na,3.3,Shmook Amer,Dr.Hjd.,0,na,na,na,na,0,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,http://news.softpedia.com/news/Website-of-Kuwait-s-Ministry-of-Interior-Hacked-and-Defaced-435068.shtml,na,na,Kuwait Defacement,Website of Kuwait’s Ministry of Interior Hacked and Defaced
607,2,4,3,na,2014,3,na,2014,3,na,4.7,na,na,na,na,na,na,na,na,na,SYR,na,na,na,na,na,na,na,na,na,3,na,na,3.3,Syrian Electronic Army,na,SYR,na,na,na,na,3,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,1,2,na,na,5,1,2,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,http://news.softpedia.com/news/Syrian-Electronic-Army-Hacks-Website-of-Syrian-National-Coalition-432473.shtml,https://www.nytimes.com/2013/05/18/technology/financial-times-site-is-hacked.html?pagewanted=all&_r=0; https://www.fireeye.com/blog/threat-research/2013/07/syrian-electronic-army-hacks-major-communications-websites.html,na,SEA vs. Opposition,The Syrian Electronic Army has breached and defaced the official website of the NationalCoalition for Syrian Revolutionary and Opposition Forces (etilaf.org). A number of other sites related to the organization have also been targeted.
608,2,4,3,na,2014,3,na,2014,3,na,2,na,na,na,na,na,na,na,na,na,NATO,na,na,na,na,na,na,na,na,na,0,na,na,3.3,Cyber Berkut,na,UKR,na,na,na,na,2,na,na,na,2,5,3,1,na,na,na,na,3.3,na,RUS,na,USA,na,na,1,9,na,na,5,1,6,9,na,1,2,na,na,0,1,0,0,0,1,1,1,0,https://www.vice.com/en_us/article/jp5mxd/pro-russia-ukranians-hack-nato-websites,https://www.recordedfuture.com/cyber-berkut-analysis/; https://www.zeit.de/politik/ausland/2014-03/hacker-nato-websites-ukraine,na,CyberBerkut vs. NATO,"On the eve of a crucial vote ove rCrimea’s would-be succession from the Ukraine, a group of purported pro-Russian Ukrainians launched three successful denial-of-service attacks against NATO websites."
609,1,6,1,na,2014,3,na,2014,8,na,3.3,na,na,na,na,na,na,na,na,na,KOR,na,na,na,na,na,na,na,na,na,1,na,na,1,0,na,PRK,na,na,na,na,3,na,2015,na,6,3,na,na,na,na,na,na,na,na,na,na,na,na,na,7,na,na,na,2,1,4,7,na,1,1,na,na,1,0,0,0,0,1,1,1,0,https://www.securityweek.com/north-korea-suspected-hacking-seoul-subway-operator-mp; https://www.vice.com/en_us/article/vb8bp8/cyber-attack-on-south-korean-subway-system-could-be-a-sign-of-nastier-things-to-come,https://securityaffairs.co/wordpress/40764/hacking/is-the-north-korea-behind-the-attack-on-the-seoul-subway-operator.html,na,Seoul Subway Hack,"According to the Government of Seoul, the NorthKorea is the mainsuspect for a cyberattack that 2014 hit the South Korean capital’s subwaysystem.
The attack, staged between March and August 2014, affected several servers of Seoul Metro."
610,2,4,3,na,2014,3,14,2014,3,24,1.1,na,na,na,na,na,na,na,na,na,RUS,na,na,na,na,na,na,na,na,na,3,na,na,3.3,Anonymous,na,0,na,na,na,na,0,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,https://arstechnica.com/tech-policy/2014/03/kremlin-gets-ddosd-by-anonymous-caucasus/,na,na,Anonymous DDOS on Kremlin,Kremlin gets DDoS’d by Anonymous Caucasus
611,4,na,0,na,2014,3,14,2014,3,14,1.1,na,na,na,na,na,na,na,na,na,RUS,na,na,na,na,na,na,na,na,na,3,na,na,0,na,na,0,na,na,na,na,0,na,na,na,2,3,na,na,na,na,na,na,0,na,0,na,USA,na,na,0,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,http://www.businessinsider.com/russia-cyberattack-ukraine-2014-3?IR=T,na,na,Anonymous DDOS on Kremlin Round 2," A powerful DDoS attack that temporarily knocked out websites belonging to the Kremlin, the Russian central bank, and Foreign Ministry."
612,2,4,3,na,2014,3,29,2014,3,29,1.1,na,na,na,na,na,na,na,na,na,ISR,na,na,na,na,na,na,na,na,na,1,na,na,3.3,AnonGhost,na,0,na,na,na,na,0,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,https://www.hackread.com/anonghost-hacks-israeli-ministry-website/,na,na,AnonGhost vs. Israeli ministry of Agriculture,Israeli Ministry of Agriculture and Rural Development Domain Hacked by AnonGhost
613,2,na,3,na,2014,4,na,2014,4,na,3.9,5,na,na,na,na,na,na,na,na,USA,na,na,na,na,na,na,na,na,na,1,na,na,2,Cyber Berkut,na,UKR,na,na,na,na,3,na,2014,na,2,5,3,1,na,na,na,na,2,na,RUS,na,USA,na,na,1,3,9,na,3,1,3,9,na,1,2,na,na,0,1,0,0,0,1,1,1,0,https://go.crowdstrike.com/rs/281-OBQ-266/images/ReportGlobalThreatIntelligence.pdf,https://go.crowdstrike.com/rs/281-OBQ-266/images/ReportGlobalThreatIntelligence.pdf,na,CyberBerkut-US-PMC-Hack,"CyberBerkut claimed responsibility for defacing the websites of several private military companies–Greystone, TripleCanopy, and Academi–that they claimed were operating on the ground in Ukraine."
614,2,4,3,na,2014,4,na,2014,4,na,1.1,na,na,na,na,na,na,na,na,na,PAK,na,na,na,na,na,na,na,na,na,2,na,na,3.3,Bl@ckDr@gon,HaxorT0du,IND,na,na,na,na,1,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,4,6,7,na,3,4,6,7,na,1,2,na,na,0,1,0,0,0,1,1,1,0,http://news.softpedia.com/news/Pakistani-National-Portal-Cabinet-Ministry-and-Ministry-of-Defense-Hacked-439248.shtml,na,na,Indian hackers retaliation for attack on BCP,"The hacktivists have targeted the National Portal of Pakistan (Pakistan.gov.pk), and the websites of the Cabinet Ministry (cabinet.gov.pk), the Pakistan Manpower Institute (pmi.gov.pk), the Ministry of Defense (mod.gov.pk), the government’s Establishment Division (establishment.gov.pk), and the Ministry of Railways (railways.gov.pk)."
615,2.1,10,2,na,2014,4,na,2016,na,na,1.1,5,na,na,na,na,na,na,na,na,IND,SAU,na,na,na,na,na,na,na,na,1,3,na,2,Suckfly,na,0,na,na,na,na,0,na,2016,na,2,5,na,na,na,na,na,na,2,na,0,na,USA,na,na,0,na,na,na,0,0,na,na,na,1,1,3,na,1,0,2,0,0,3,1,3,0,https://news.softpedia.com/news/suckfly-cyber-espionage-group-targets-indian-government-and-private-companies-504183.shtml,na,na,Suckfly vs. India,"A cyber-espionage group called Suckfly is targeting governments and big enterprises, mainly located in India"
616,2,4,3,na,2014,4,na,2014,4,na,4.3,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,0,na,na,3.3,Israeli Elite Force,na,ISR,na,na,na,na,1,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,10,na,na,na,0,0,na,na,na,1,1.1,3,na,1,0,2,0,0,3,1,3,0,http://www.timesofisrael.com/israeli-group-posts-photos-of-not-so-anonymous-hackers/,na,na,OP Israel Counterattack,"In a counter-attack against Op Israel, local hackers hijacked the webcams of attackers of Israeli sites"
617,2,4,3,na,2014,4,7,2014,4,7,1.1,3.8,na,na,na,na,na,na,na,na,ISR,na,na,na,na,na,na,na,na,na,1,na,na,3.3,Anonymous,na,0,na,na,na,na,0,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,1,9,na,na,3,6,9,11,na,1,2,na,na,0,1,0,0,0,1,1,1,0,http://news.softpedia.com/news/OpIsrael-Anonymous-Hackers-Target-Websites-of-Israeli-Banks-and-Government-436235.shtml,na,http://www.timesofisrael.com/israeli-sites-shuttered-in-advance-of-cyber-attack/,Anonymous attack on Israel,OpIsrael: Anonymous Hackers Target Websites of Israeli Banks and Government
618,2,4,3,na,2014,5,na,2014,5,na,1.3,na,na,na,na,na,na,na,na,na,TUR,na,na,na,na,na,na,na,na,na,2,na,na,3.3,RedHack,na,TUR,na,na,na,na,2,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,11,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,http://news.softpedia.com/news/RedHack-Hacks-Website-of-Soma-Municipality-Following-Death-of-Hundreds-of-Miners-442076.shtml,na,na,Redhack Blame Muncipality,"On Tuesday, around 700 workers were trapped in a lignite mine in Soma, at own in Turkey’s Manisa Province, following an explosion. Hacktivists blame authorities for the incident, so they’ve defaced the official website of the Soma Municipality."
619,4,na,3,na,2014,5,na,2014,5,na,1.1,na,na,na,na,na,na,na,na,na,BEL,na,na,na,na,na,na,na,na,na,1,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,1,6,9,na,5,1,6,9,11,1,1,na,na,1,0,0,0,0,1,1,1,0,https://www.reuters.com/article/us-belgium-cybercrime-ukraine/hackers-steal-ukraine-crisis-data-from-belgian-foreign-ministry-idUSBREA4B0EB20140512,na,na,Belgium Data Leak,"Hackers stole data related to the Ukraine crisis from Belgian foreign ministry servers, prompting a security crackdown which has left diplomats without Internet or email, the ministry said."
620,4,9,2,na,2014,5,na,2014,na,na,1.1,1.11,3.1,3.6,3.8,3.9,5,na,na,na,RUS,UKR,MOL,BEL,IRN,FRANCE,BUL,USA,TUR,GEO,1,2,3,0,Inception Framework/Cloud Atlas,RedOctober,RUS,na,na,na,na,3,na,na,na,2,5,na,na,na,na,na,na,0,na,0,na,USA,na,na,0,na,na,na,0,0,na,na,na,1,1,3,na,1,0,2,0,0,3,1,3,0,https://www.symantec.com/blogs/threat-intelligence/inception-framework-hiding-behind-proxies; https://securelist.com/cloud-atlas-redoctober-apt-is-back-in-style/68083/,na,na,Red October aka Inception Framework: Cloud Atlas,"The APT Red October reemerged with new attacks, closely based on their attacks in 2012. With office vulnerabilities, they managed to access confident data, across various countries."
621,2.1,na,1,na,2014,5,5,2015,3,na,3.4,na,na,na,na,na,na,na,na,na,USA,na,na,na,na,na,na,na,na,na,1,na,na,2,Deep Panda/APT19/Black Vine,PLA,CHN,na,na,na,na,3,na,2015,na,2,5,na,na,na,na,na,na,2,na,CHN,na,USA,na,na,6,na,na,na,0,0,na,na,na,1,1,na,na,1,0,0,0,0,1,1,1,0,https://www.reuters.com/article/us-cyberattack-premera-idUSKBN0MD2FF20150317,https://krebsonsecurity.com/2015/03/premera-blue-cross-breach-exposes-financial-medical-records/,na,Premera Blue Cross Hack,Health insurer Premera Blue Cross said it was a victim of a cyberattack that that began in May 2014 and may have exposed medical data and financial information of 11 million customers. Media reveals that there are indications that this operation may be the work of a state-sponsored Chinese espionage group.
622,2,4,3,na,2014,5,15,2014,5,15,1.6,na,na,na,na,na,na,na,na,na,PAK,na,na,na,na,na,na,na,na,na,2,na,na,3.3,0,na,PAK,na,na,na,na,2,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,10,na,na,na,0,1,0,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,http://news.softpedia.com/news/Pakistani-Police-Website-Hacked-By-Supporters-of-the-Taliban-442482.shtml,na,na,Pro Taliban Group vs. Pakistan Police,The official website of the Rawalpindi police in Pakistan(rawalpindi police.gov.pk) was hacked and defaced on Thursday by a group that appears to support the Taliban.
623,2,4,3,na,2014,5,19,2014,5,19,1.1,5,na,na,na,na,na,na,na,na,CHN,na,na,na,na,na,na,na,na,na,3,na,na,3.3,Anonymous Philippines,na,PHL,na,na,na,na,2,na,na,na,3,3,na,na,na,na,na,na,na,na,na,na,na,na,na,1,4,6,na,2,1,4,6,11,1,2,na,na,0,1,0,0,0,1,1,1,0,https://thehackernews.com/2014/05/anonymous-philippines-hacks-hundreds-of.html,na,na,Anonymous Fighting in the Phillipinian Sea,Anonymous Philippines claimed responsibility for defacing more than 200 Chinese websites in retaliation for Beijing's aggressive actions in the West Philippine Sea
624,4,na,0,na,2014,6,na,2014,6,na,1.1,na,na,na,na,na,na,na,na,na,VNM,na,na,na,na,na,na,na,na,na,3,na,na,0,0,na,0,na,na,na,na,1,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,3,na,na,0,0,1,0,0,1,1,1,0,http://news.softpedia.com/news/Government-Employees-Targeted-by-Phishing-Campaign-447692.shtml,na,na,Vietnam Ministry Hack,Malware has been specifically crafted for the systems used by the employees at the Vietnamese Ministry of Natural Resources and Environment
625,2,na,3,na,2014,6,14,2014,6,15,1.1,na,na,na,na,na,na,na,na,na,HKG,na,na,na,na,na,na,na,na,na,2,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,1,2,na,na,2,1,3,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,http://securityaffairs.co/wordpress/26030/cyber-crime/popvote-largest-ddos-attack.html,na,na,DDOS vs. Hong Kong Voting Site,"Largest DDoS attack hit PopVote, Hong Kong Democracy voting site"
626,2,na,3,na,2014,6,22,2014,6,22,7,na,na,na,na,na,na,na,na,na,GBR,USA,na,na,na,na,na,na,na,na,1,na,na,3.3,Syrian Electronic Army,na,SYR,na,na,na,na,3,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0, https://www.forbes.com/sites/andygreenberg/2014/02/20/how-the-syrian-electronic-army-hacked-us-a-detailed-timeline/#62139039c522https://theconversation.com/syrian-electronic-armys-attack-on-reuters-makes-a-mockery-of-cyber-security-again-28415,https://www.nytimes.com/2013/05/18/technology/financial-times-site-is-hacked.html?pagewanted=all&_r=0; https://www.fireeye.com/blog/threat-research/2013/07/syrian-electronic-army-hacks-major-communications-websites.html,na,SEA vs. mediasites,Syrian ElectronicArmy attacked several Media websites
627,2,4,3,na,2014,6,26,2014,6,26,1.1,na,na,na,na,na,na,na,na,na,ARM,na,na,na,na,na,na,na,na,na,2,na,na,3.3,Anti-Armenia Team,na,AZE,na,na,na,na,3,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,4,na,na,na,3,4,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,https://www.hackread.com/azerbaijani-hackers-hack-armenian-president-website/,na,na,Anti-Armenia Team vs. Armenian President,Azerbaijani hackers hack Armenian President and Ministry websites
628,2.1,na,1,na,2014,7,na,2014,7,na,5,na,na,na,na,na,na,na,na,na,USA,na,na,na,na,na,na,na,na,na,1,na,na,2,0,na,0,na,na,na,na,0,na,2014,na,6,3,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,1,na,na,2,0,0,0,0,2,1,2,0,https://www.reuters.com/article/us-usa-security-contractor-cyberattack/u-s-undercover-investigators-among-those-exposed-in-data-breach-idUSKBN0GM1TZ20140822; https://krebsonsecurity.com/2014/01/dhs-alerts-contractors-to-bank-data-theft/; ,https://www.reuters.com/article/us-usa-security-contractor/u-s-homeland-security-contractor-reports-computer-breach-idUSKBN0G62N420140807,https://edition.cnn.com/2014/08/06/tech/hackers-security-contractor-usis/index.html,Background Investigations Firm Hack,"A cyber attack at a firm that performs background checks for U.S. government employees compromised data of at least 25,000 workers, including some undercover investigators, and that number could rise, agency officials said."
629,4,na,2,na,2014,7,na,2014,7,na,1.1,1.9,na,na,na,na,na,na,na,na,TUN,na,na,na,na,na,na,na,na,na,1,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,https://go.crowdstrike.com/rs/281-OBQ-266/images/ReportGlobalThreatIntelligence.pdf,na,na,Tunesia-Election-Hack 2014,"In July 2014, the electronic voter registration system for the then-upcoming Tunisian presidential election suffered a cyberattack, rendering registrations impossible for an unknown amount of time."
630,2,4,3,na,2014,7,na,2014,7,na,1.5,na,na,na,na,na,na,na,na,na,KEN,na,na,na,na,na,na,na,na,na,2,na,na,3.3,Anonymous,na,0,na,na,na,na,0,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,11,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,http://www.bbc.com/news/world-africa-28398976,na,na,Twitter of Kenyan Defense Force Hacked,The Twitter accounts of the Kenyan defence forces and its spokesman have been hacked by activists protesting about corruption.
631,2.1,na,2,na,2014,7,na,2015,na,na,5,6,na,na,na,na,na,na,na,na,IRN,SAU,AFG,na,na,na,na,na,na,na,3,na,na,2,Chafer/APT 39,na,IRN,na,na,na,na,3,na,2015,na,2,5,na,na,na,na,na,na,2,na,IRN,na,USA,na,na,1,2,na,na,2,1,2,na,na,1,1,3,na,1,0,2,0,0,3,1,3,0,https://www.symantec.com/connect/blogs/iran-based-attackers-use-back-door-threats-spy-middle-eastern-targets,https://www.fireeye.com/blog/threat-research/2019/01/apt39-iranian-cyber-espionage-group-focused-on-personal-information.html,na,Chafer aka APT39 1.0,"Chafer, an Iranian based Espionage group focusses heavily on the theft of personal information, via telecommunications companies and Airlines in the Middle East and also Individuals in Iran. "
632,2,4,3,na,2014,7,3,2014,7,3,1.5,na,na,na,na,na,na,na,na,na,ISR,na,na,na,na,na,na,na,na,na,1,na,na,3.3,Syrian Electronic Army,na,SYR,na,na,na,na,3,na,na,na,2,5,3,1,na,na,na,na,2.1,na,SYR,na,GBR,na,na,0,na,na,na,0,0,na,na,11,1,2,na,na,0,1,0,0,0,1,1,1,0,https://nakedsecurity.sophos.com/2014/07/04/sea-hacks-israeli-defence-force-twitter-account-posts-bogus-nuclear-warning/,https://www.nytimes.com/2013/05/18/technology/financial-times-site-is-hacked.html?pagewanted=all&_r=0; https://www.fireeye.com/blog/threat-research/2013/07/syrian-electronic-army-hacks-major-communications-websites.html,na,SEA vs IDF,"SEA hacks Israeli Defence Force Twitteraccount, posts bogus nuclear warning"
633,2,4,3,na,2014,7,31,2014,1,8,1.1,na,na,na,na,na,na,na,na,na,PAK,na,na,na,na,na,na,na,na,na,2,na,na,3.3,Godzilla,na,0,na,na,na,na,0,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,na,na,0,2,0,0,0,2,1,2,0,https://thehackernews.com/2014/08/godzilla-hacker-takes-down-several_1.html,na,na,Godzilla vs. Pakistan,"An Indian patriotic hacker targeted 43 major Pakistani Government official websites, including ‘President of Pakistan’, ‘Government of Pakistan’, 'Ministry of Defence’, and whole Ministry of Pakistan."
634,2,4,3,na,2014,8,na,2014,8,na,1.1,1.5,na,na,na,na,na,na,na,na,PAK,na,na,na,na,na,na,na,na,na,2,na,na,3.3,Anonymous,na,0,na,na,na,na,0,na,na,na,3,1,3,1,na,na,na,na,na,na,na,na,na,na,na,1,2,na,na,3,1,2,11,na,1,1.1,2,na,2,1,0,0,0,3,1,3,0,https://www.ibtimes.co.uk/anonymous-leaks-sensitive-data-pakistani-government-army-solidarity-protestors-1464015,na,na,Anonymous leak of Pakistani Data,Anonymous Leaks Sensitive Data on Pakistani Government and Army in Solidarity With Protestors
635,1,na,0,4,2014,8,na,2014,8,na,4.6,na,na,na,na,na,na,na,na,na,GBR,BHR,na,na,na,na,na,na,na,na,1,na,na,1,0,na,BHR,na,na,na,na,3,na,2014,na,5,3,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,1,na,na,2,0,0,0,0,2,1,2,0,https://www.theguardian.com/technology/2014/oct/13/uk-police-investigate-alleged-bahraini-hacking-exiles-computers,na,na,Monitoring of Exil-Bahraini Activists,Rightsgroup Privacy International files complaint that officials illegally monitored devices of pro-democracy trio in UK
636,2,na,3,na,2014,8,na,2014,8,na,5,na,na,na,na,na,na,na,na,na,GBR,na,na,na,na,na,na,na,na,na,1,na,na,4,0,na,0,na,na,na,na,0,na,na,na,3,3,na,na,na,na,na,na,na,na,na,na,na,na,na,10,na,na,na,0,0,na,na,na,1,1.1,na,na,2,0,0,0,0,2,1,2,0,https://netzpolitik.org/2014/gamma-finfisher-hacked-40-gb-of-internal-documents-and-source-code-of-government-malware-published/,na,na,Gamma International Hack 2014,A hacker claims to have hacked a network of the surveillance technology company Gamma International and has published 40 gigabytes of internal data.
637,4,na,0,na,2014,8,na,2014,8,na,1.11,na,na,na,na,na,na,na,na,na,SAU,na,na,na,na,na,na,na,na,na,3,na,na,4,0,na,SAU,na,na,na,na,3,na,na,na,1,0,2,3,3,1,4,3,4,na,SAU,na,USA,na,na,0,na,na,na,0,0,na,na,na,1,2,3,na,0,1,2,0,0,3,1,3,0,https://www.csoonline.com/article/3386381/inside-the-2014-hack-of-a-saudi-embassy.html; https://www.cyberscoop.com/saudi-arabia-email-extortion-chris-kubecka/,https://www.csoonline.com/article/3386381/inside-the-2014-hack-of-a-saudi-embassy.html,na,Saudi Embassy Hack,"An Saudi Embassy was hacked and threatened with an terrorist attack if they wouldn't pay 35 Million to the attacker. The attacker claimed to be associated with ISIS, but it was later on revelead that he was an insider."
638,2,4,3,na,2014,8,2,2014,8,2,1.6,na,na,na,na,na,na,na,na,na,ISR,na,na,na,na,na,na,na,na,na,1,na,na,3.3,Anonymous,na,0,na,na,na,na,0,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,1,9,na,na,3,1,6,9,11,1,2,na,na,0,1,0,0,0,1,1,1,0,https://www.hackread.com/anonymous-hackers-mossad-website/,na,na,Anonymous vs. Mossad,Anonymous hackers take down Mossad website against Gaza attacks
639,2,4,3,na,2014,7,14,2014,8,14,1.1,na,na,na,na,na,na,na,na,na,RUS,na,na,na,na,na,na,na,na,na,3,na,na,3.3,Shaltai Boltai,na,RUS,na,na,na,na,3,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,https://mashable.com/2014/08/14/russias-prime-minister-twitter-account-gets-hacked/#14s8LOmTpgqH,https://www.washingtonpost.com/news/worldviews/wp/2017/03/16/the-fbi-just-indicted-a-russian-official-for-hacking-but-why-did-russia-charge-him-with-treason/,na,Hack of Russian Prime Ministers Twitter,"Someone hacked the Twitter account of Russia's Prime Minister Dmitry Medvedev, posting a series of fake messages including are signation announcement."
